,ReviewerID,ProductID,Rating,unixReviewTime
1,38516,143529.0,5.0,1380672000
2,32502,143561.0,2.0,1216252800
3,48543,143588.0,5.0,1236902400
4,25684,143588.0,5.0,1232236800
5,16124,589012.0,5.0,1309651200
6,50360,589012.0,2.0,1366675200
7,16674,589012.0,5.0,1393804800
8,11876,589012.0,2.0,1307404800
9,63875,589012.0,5.0,1393718400
10,13790,589012.0,5.0,1378425600
11,30,589012.0,5.0,1308182400
12,46875,589012.0,5.0,1208995200
13,53700,589012.0,5.0,1224979200
14,3141,589012.0,1.0,1393113600
15,51689,589012.0,4.0,1338681600
16,54057,589012.0,5.0,1208908800
17,19728,589012.0,1.0,1218412800
18,61459,589012.0,5.0,1322956800
19,42935,589012.0,5.0,1224806400
20,24123,589012.0,5.0,1251158400
21,25200,589012.0,5.0,1308182400
22,6821,589012.0,5.0,1359763200
23,30968,589012.0,5.0,1363219200
24,42751,589012.0,5.0,1224720000
25,32812,589012.0,5.0,1226102400
26,43470,589012.0,2.0,1334966400
27,69925,589012.0,1.0,1380672000
28,21917,589012.0,5.0,1309910400
29,25680,589012.0,5.0,1225670400
30,58302,589012.0,2.0,1364083200
31,54372,589012.0,5.0,1308700800
32,15722,589012.0,4.0,1401408000
33,1584,589012.0,5.0,1380672000
34,10122,695009.0,4.0,1365724800
35,62417,791156.0,5.0,1398297600
36,46952,,5.0,1359849600
37,57869,1485423.0,5.0,1363219200
38,18791,1516035.0,5.0,1335830400
39,43824,1517791.0,5.0,1399680000
40,29176,1517791.0,5.0,1294790400
41,25547,1526863.0,5.0,1184716800
42,56215,1526863.0,5.0,1301529600
43,53084,1526863.0,5.0,1254009600
44,54431,1526863.0,5.0,1376179200
45,37757,1526863.0,5.0,1381795200
46,2259,1527665.0,5.0,1362960000
47,69758,5004101.0,4.0,1151798400
48,4076,5019222.0,5.0,1175817600
49,339,5019281.0,5.0,1388361600
50,44679,5019281.0,4.0,1203984000
51,56787,5019281.0,3.0,1388361600
52,34271,5019281.0,3.0,1388361600
53,30956,5019281.0,5.0,1388102400
54,69092,5019281.0,5.0,1358899200
55,54501,5019281.0,5.0,1212192000
56,51731,5019281.0,5.0,1290556800
57,62275,5019281.0,5.0,1202860800
58,8391,5019281.0,5.0,1387411200
59,18892,5019281.0,5.0,1388620800
60,12504,5019281.0,4.0,1404864000
61,17188,5019281.0,5.0,1388534400
62,54289,5019281.0,5.0,1229040000
63,2098,5019281.0,4.0,1387670400
64,53494,5019281.0,5.0,1383696000
65,11477,5019281.0,5.0,1230595200
66,15488,5019281.0,5.0,1323043200
67,22452,5019281.0,3.0,1394150400
68,16202,5019281.0,5.0,1260835200
69,22141,5019281.0,5.0,1386201600
70,15619,5019281.0,5.0,1325548800
71,49061,5019281.0,5.0,1379721600
72,18644,5019281.0,5.0,1387497600
73,1313,5019281.0,5.0,1204156800
74,16934,5019281.0,5.0,1388966400
75,55490,5019281.0,4.0,1358812800
76,63977,5019281.0,5.0,1390780800
77,8614,5019281.0,3.0,1199836800
78,26830,5019281.0,5.0,1387670400
79,40933,5019281.0,5.0,1324512000
80,26446,5019281.0,1.0,1388275200
81,69126,5019281.0,4.0,1358294400
82,43727,5019281.0,5.0,1386201600
83,61534,5019281.0,4.0,1387497600
84,19456,5019281.0,5.0,1164067200
85,68747,5019281.0,5.0,1390435200
86,52959,5019281.0,4.0,1387497600
87,52415,5019281.0,5.0,1393977600
88,47085,5019281.0,5.0,1173312000
89,30301,5019281.0,4.0,1389657600
90,59897,5019281.0,4.0,1168819200
91,62304,5019281.0,5.0,1328227200
92,67566,5019281.0,5.0,1388102400
93,14679,5019281.0,5.0,1363046400
94,25586,5019281.0,5.0,1036800000
95,52783,5019281.0,4.0,1387497600
96,21917,5019281.0,4.0,1233273600
97,7727,5019281.0,2.0,1378339200
98,60509,5019281.0,5.0,1388188800
99,29289,5019281.0,4.0,1198627200
100,57124,5019281.0,4.0,1217635200
101,42800,5019281.0,5.0,1331424000
102,61058,5019281.0,5.0,1323216000
103,54652,5019281.0,5.0,1326067200
104,63930,5019281.0,5.0,1390780800
105,52993,5019281.0,5.0,1362355200
106,25088,5019281.0,5.0,1388275200
107,44455,5019281.0,5.0,1008115200
108,52879,5019281.0,5.0,1386201600
109,13929,5019281.0,5.0,1387324800
110,36077,5019281.0,5.0,1208649600
111,11777,5019281.0,5.0,1363910400
112,58257,5019281.0,5.0,1323734400
113,38280,5019281.0,5.0,1389312000
114,4671,5019281.0,5.0,978220800
115,48101,5019281.0,3.0,1388707200
116,64507,5019281.0,5.0,1393545600
117,15837,5019281.0,5.0,1388188800
118,7850,5019281.0,5.0,1389571200
119,11170,5019281.0,4.0,1202428800
120,59430,5019281.0,4.0,1388880000
121,61054,5019281.0,5.0,1388620800
122,45314,5019281.0,5.0,1385596800
123,54553,5019281.0,3.0,1388275200
124,5582,5019281.0,5.0,1059004800
125,3561,5019281.0,4.0,1275177600
126,8154,5019281.0,5.0,1260576000
127,11076,5019281.0,3.0,1357603200
128,48991,5019281.0,4.0,1388707200
129,64627,5019281.0,5.0,1388880000
130,6075,5019281.0,5.0,1300752000
131,59167,5019281.0,5.0,1388707200
132,35822,5019281.0,5.0,1248912000
133,60430,5019281.0,4.0,1265414400
134,36459,5019281.0,5.0,1199577600
135,531,5019281.0,5.0,1012176000
136,60451,5019281.0,5.0,1357516800
137,68443,5019281.0,4.0,1359849600
138,47641,5019281.0,5.0,1229731200
139,47448,5019281.0,5.0,1325462400
140,26637,5019281.0,5.0,1168300800
141,38577,5019281.0,4.0,1392163200
142,66010,5019281.0,4.0,1388966400
143,28017,5019281.0,3.0,1388188800
144,50462,5019281.0,4.0,1388534400
145,17611,5019281.0,5.0,1267142400
146,18742,5019281.0,3.0,1388620800
147,36557,5019281.0,5.0,1382572800
148,42866,5019281.0,4.0,1371081600
149,44527,5019281.0,5.0,1358035200
150,53779,5019281.0,4.0,1388793600
151,38308,5019281.0,5.0,1388102400
152,9142,5019281.0,5.0,1388016000
153,43524,5019281.0,3.0,1387324800
154,4462,5019281.0,5.0,1327363200
155,12444,5019281.0,5.0,1354060800
156,27596,5019281.0,5.0,1359504000
157,18419,5019281.0,5.0,1384387200
158,129,5019281.0,5.0,1357603200
159,40938,5019281.0,5.0,1355443200
160,41411,5019281.0,5.0,1236988800
161,64961,5019281.0,5.0,1359936000
162,38782,5019281.0,5.0,1355788800
163,15352,5019281.0,5.0,1392336000
164,26177,5019281.0,5.0,1311033600
165,23089,5019281.0,4.0,1373673600
166,28474,5019281.0,5.0,1388534400
167,3596,5019281.0,1.0,1260921600
168,52055,5019281.0,4.0,1355788800
169,45927,5019281.0,3.0,1388448000
170,26384,5019281.0,5.0,1355961600
171,39058,5019281.0,4.0,1388707200
172,39030,5019281.0,5.0,1198972800
173,65681,5019281.0,4.0,1367625600
174,66843,5019281.0,3.0,1387497600
175,21026,5019281.0,1.0,1354406400
176,58405,5019281.0,5.0,1387324800
177,8068,5019281.0,4.0,1356393600
178,48117,5019281.0,5.0,1378339200
179,7362,5019281.0,5.0,1264809600
180,48312,5019281.0,5.0,1378425600
181,60564,5019281.0,5.0,1399420800
182,54185,5019281.0,5.0,1132963200
183,32684,5019281.0,5.0,1364601600
184,1611,5019281.0,2.0,1384905600
185,43425,5019281.0,3.0,1388361600
186,21838,5019281.0,5.0,1356480000
187,24310,5019281.0,5.0,1353715200
188,37484,5019281.0,5.0,1356998400
189,38476,5019281.0,5.0,1356652800
190,50085,5019281.0,5.0,1361664000
191,48351,5019281.0,4.0,1198454400
192,56435,5019281.0,4.0,1388102400
193,50898,5019281.0,5.0,1357430400
194,42506,5019281.0,5.0,1387843200
195,35235,5019281.0,3.0,1199145600
196,21751,5019281.0,5.0,1388707200
197,16626,5019281.0,4.0,1387238400
198,47927,5019281.0,5.0,1391817600
199,30083,5019281.0,5.0,1360368000
200,66863,5019281.0,5.0,1202428800
201,1057,5019281.0,4.0,1389484800
202,55557,5019281.0,3.0,1388448000
203,49229,5019281.0,3.0,1388707200
204,36402,5019281.0,4.0,1385856000
205,57045,5019281.0,5.0,1318896000
206,53259,5019281.0,4.0,1388707200
207,12260,5019281.0,5.0,1293926400
208,41663,5019281.0,5.0,1231804800
209,52431,5019281.0,3.0,1388448000
210,44107,5019281.0,4.0,1388361600
211,2997,5019281.0,5.0,1259971200
212,11140,5019281.0,5.0,1127260800
213,62261,5019281.0,4.0,1357948800
214,34329,5019281.0,5.0,1387756800
215,16586,5019281.0,5.0,1040601600
216,60295,5019281.0,5.0,1388793600
217,11683,5019281.0,4.0,1003449600
218,55540,5019281.0,4.0,1261526400
219,5634,5019281.0,4.0,1162771200
220,44514,5019281.0,5.0,1389225600
221,24557,5019281.0,5.0,1388793600
222,3103,5019281.0,3.0,1387497600
223,18441,5019281.0,5.0,1351468800
224,60793,5019281.0,5.0,1101686400
225,3260,5019281.0,5.0,1391040000
226,25563,5019281.0,5.0,1387324800
227,41531,5019281.0,5.0,1355616000
228,48492,5019281.0,5.0,1389052800
229,65743,5019281.0,5.0,1388793600
230,48678,5019281.0,5.0,1390780800
231,37454,5019281.0,5.0,1394841600
232,28386,5019281.0,5.0,1356480000
233,8222,5019281.0,5.0,1359244800
234,8777,5019281.0,5.0,1389916800
235,7152,5019281.0,4.0,1231545600
236,41832,5019281.0,5.0,1387497600
237,15258,5019281.0,5.0,1387756800
238,16138,5019281.0,3.0,1384473600
239,5590,5019281.0,5.0,1386547200
240,42416,5019281.0,5.0,1358380800
241,66103,5019281.0,4.0,1388275200
242,20508,5019281.0,5.0,1389225600
243,47301,5019281.0,4.0,1353715200
244,29664,5019281.0,5.0,1391126400
245,48168,5019281.0,4.0,1380931200
246,33609,5019281.0,5.0,1370131200
247,29595,5019281.0,5.0,1359158400
248,40422,5019281.0,4.0,1386979200
249,41386,5019281.0,4.0,1389312000
250,63348,5019281.0,3.0,1359158400
251,7168,5019281.0,3.0,1008028800
252,10686,5019281.0,5.0,1358467200
253,9610,5019281.0,2.0,1389139200
254,17285,5019281.0,5.0,1353110400
255,51837,5019281.0,5.0,1041292800
256,45324,5019281.0,5.0,1404950400
257,58056,5019281.0,5.0,1356652800
258,51274,5019281.0,4.0,1122249600
259,45880,5019281.0,3.0,1164412800
260,66464,5019281.0,4.0,1388793600
261,13583,5019281.0,5.0,1388448000
262,21319,5019281.0,5.0,1379894400
263,41503,5019281.0,5.0,1356480000
264,52076,5019281.0,5.0,1311033600
265,4556,5019281.0,5.0,1359331200
266,23735,5019281.0,5.0,1351814400
267,5050,5019281.0,5.0,1036195200
268,25991,5019281.0,5.0,1323993600
269,31296,5019281.0,5.0,1357948800
270,19876,5019281.0,5.0,1357689600
271,13396,5019281.0,5.0,1264032000
272,66719,5019281.0,5.0,1389139200
273,61206,5019281.0,5.0,1354579200
274,38975,5019281.0,5.0,1375660800
275,34789,5019281.0,5.0,1166400000
276,31871,5019281.0,5.0,1325030400
277,27901,5019281.0,5.0,1331769600
278,6421,5019281.0,4.0,1389052800
279,7145,5019281.0,5.0,1388016000
280,69450,5019281.0,5.0,1396483200
281,1141,5019281.0,5.0,1353542400
282,12122,5019281.0,5.0,1388361600
283,33829,5019281.0,3.0,1385251200
284,48476,5019281.0,5.0,1387929600
285,31526,5019281.0,5.0,1386028800
286,48622,5019281.0,4.0,1392681600
287,37801,5019281.0,5.0,1388188800
288,38353,5019281.0,5.0,1388275200
289,50998,5019281.0,4.0,1264809600
290,21223,5019281.0,5.0,1040601600
291,28315,5019281.0,5.0,1361145600
292,2250,5019281.0,4.0,1248825600
293,1488,5019281.0,5.0,1356480000
294,26069,5019281.0,4.0,968716800
295,44249,5019281.0,5.0,1202428800
296,42672,5019281.0,2.0,1387756800
297,32836,5019281.0,3.0,1386720000
298,14392,5019281.0,5.0,1358640000
299,23177,5019281.0,4.0,1388534400
